       EEG1       EEG2       EEG3       EEG4
       -3.1       -7.0       -0.9       -8.1
        0.4       -3.5        0.3      -10.6
        2.4       -1.8       -0.1      -10.5
        2.0       -2.0       -0.6       -7.6
        1.0       -2.9        0.0       -3.6
        1.8       -2.5        2.3       -0.9
        4.4       -1.1        4.6       -0.3
        7.6        0.0        5.3       -0.9
       10.3        0.1        4.1       -1.6
       11.6        0.4        2.5       -2.6
       12.1        1.8        1.6       -3.8
       12.6        4.4        2.5       -4.8
       13.6        7.0        4.9       -5.6
       14.8        8.5        7.9       -6.4
       15.5        8.8       10.4       -7.4
       15.0        7.8       11.6       -8.5
       12.5        5.5       11.5       -9.1
        8.0        2.5       10.6       -9.3
        2.9       -0.1        9.1       -9.4
       -0.5       -1.1        7.6       -9.4
       -0.4        0.3        6.5       -9.0
        2.6        3.3        5.8       -8.1
        5.5        6.0        5.4       -6.6
        6.9        7.0        5.5       -4.8
        7.8        6.8        5.5       -3.5
        9.8        7.1        4.9       -3.0
       13.1        9.1        4.0       -2.5
       16.6       11.3        3.3       -1.6
       18.6       12.0        2.9       -0.5
       18.9       11.6        3.1        0.1
       18.3       11.6        4.0       -0.4
       17.6       13.0        4.8       -2.4
       17.4       15.3        4.8       -5.5
       17.3       17.6        3.9       -8.6
       17.4       19.9        2.8      -10.4
       18.0       22.0        2.1      -10.1
       19.5       24.1        2.5       -8.6
       21.3       25.8        4.3       -6.8
       21.4       25.6        7.0       -5.6
       18.4       22.9        9.6       -5.8
       14.0       18.0       11.5       -6.6
       11.0       13.1       12.5       -7.0
       10.6       10.3       11.9       -6.4
       12.9       10.3        9.5       -5.4
       17.0       13.9        6.5       -4.6
       22.5       20.1        3.9       -4.3
       29.1       26.6        2.5       -3.6
       36.0       31.1        3.4       -2.4
       41.4       32.4        7.0       -0.1
       43.1       30.8       11.5        2.8
       40.3       27.6       14.0        4.8
       34.1       25.0       13.1        4.4
       27.8       23.8       10.4        1.6
       23.9       23.6        8.0       -2.3
       23.6       24.1        7.6       -5.8
       26.8       24.8        9.3       -7.9
       30.5       24.6       11.9       -8.5
       30.4       22.9       14.0       -8.0
       24.3       19.8       14.4       -6.4
       14.5       16.5       12.6       -4.3
        6.6       14.3       10.0       -2.4
        4.9       13.9        7.8       -1.8
        9.0       15.9        5.8       -2.4
       14.0       19.5        3.4       -3.4
       15.3       23.0        1.1       -3.8
       12.8       24.9       -0.4       -2.8
       10.5       25.1       -1.1       -1.0
       11.4       24.5       -1.6        0.0
       15.0       24.1       -1.6       -0.8
       19.5       25.4        0.1       -3.0
       23.3       29.5        3.9       -5.8
       25.9       37.1        9.3       -7.8
       27.9       46.4       16.3       -7.9
       28.5       52.9       24.0       -5.9
       25.4       52.8       29.4       -2.4
       17.9       46.0       29.8        1.1
        8.8       35.8       25.5        3.5
        2.6       26.0       19.0        3.9
        2.1       19.3       12.0        1.9
        5.6       15.1        5.4       -1.9
        9.0       11.8        0.3       -6.0
        9.4        8.3       -2.8       -9.3
        6.9        6.8       -4.1      -10.8
        3.8        9.1       -4.6      -10.5
        2.4       14.5       -4.0       -9.6
        4.1       20.1       -1.1       -9.5
        9.6       24.1        3.5      -10.5
       16.8       25.8        7.6      -12.0
       21.3       24.1       10.3      -13.9
       20.1       20.1       12.1      -15.9
       14.3       16.8       14.3      -17.8
        6.9       16.8       17.5      -19.4
        0.1       19.6       20.8      -20.3
       -5.9       22.5       20.8      -19.4
      -11.5       21.9       15.8      -16.1
      -14.6       17.4        9.1      -11.5
      -12.4       11.8        6.5       -7.4
       -3.5        8.6       10.1       -5.0
        9.3        9.3       16.5       -4.0
       20.0       12.8       20.9       -3.8
       23.5       17.3       21.5       -4.5
       19.6       21.0       19.5       -6.1
       13.4       23.9       17.0       -7.9
        9.5       27.0       15.3       -8.9
        8.1       30.9       14.6       -9.4
        5.1       33.3       15.1       -9.8
       -3.5       30.6       16.6      -10.1
      -16.4       21.6       18.8      -10.0
      -26.3        9.1       20.6       -8.6
      -26.4       -1.9       21.0       -6.1
      -18.1       -8.4       19.6       -3.8
       -9.5      -11.4       17.0       -2.8
       -7.0      -13.6       14.4       -2.9
       -9.4      -16.1       13.1       -3.3
       -9.8      -16.9       14.1       -2.9
       -3.1      -14.3       16.0       -1.5
        9.1       -9.1       17.0        0.4
       20.9       -4.5       16.0        2.3
       26.8       -1.9       13.1        4.0
       25.4       -0.5        9.6        4.4
       19.4        1.4        7.1        2.5
       11.5        3.8        6.5       -0.6
        3.1        5.0        7.5       -3.6
       -5.0        4.0        9.1       -5.4
      -12.6        1.3       10.5       -5.1
      -19.4       -1.8       11.1       -2.6
      -23.8       -2.8       10.8        1.1
      -23.6       -0.8        8.9        5.3
      -18.0        2.6        6.1        9.4
       -7.8        4.3        4.1       13.4
        4.4        2.4        3.4       16.6
       15.9       -1.8        2.8       17.1
       24.8       -5.9        1.4       13.5
       29.9       -9.1       -1.0        6.8
       30.4      -11.4       -3.6        0.1
       26.3      -12.8       -5.3       -3.3
       18.9      -12.9       -4.8       -1.9
        9.4      -12.0       -1.6        2.6
       -1.9      -10.8        2.9        6.9
      -14.4       -9.8        6.8        8.9
      -26.1       -9.6        8.9        8.4
      -33.3      -10.6        9.0        6.6
      -33.9      -12.6        6.9        5.1
      -29.4      -15.3        3.0        4.5
      -23.1      -18.1       -1.0        4.1
      -18.3      -21.5       -3.4        3.9
      -15.9      -25.0       -4.0        3.9
      -15.0      -26.6       -4.0        4.4
      -13.4      -24.1       -4.6        5.3
       -9.1      -17.6       -6.6        6.0
       -1.0       -9.3       -9.6        5.9
       11.0       -1.8      -12.5        4.6
       24.3        3.5      -14.0        2.4
       34.3        7.0      -14.0        0.3
       37.4        9.5      -12.6       -0.3
       33.0       11.0      -10.0        1.9
       23.3       10.9       -6.3        6.1
       11.1        8.4       -2.4       11.1
       -0.6        3.0        0.0       15.4
       -9.6       -3.9        0.0       17.9
      -14.4       -9.8       -2.6       18.4
      -16.0      -13.4       -6.6       17.3
      -16.4      -15.8      -10.4       15.1
      -16.3      -17.8      -12.3       13.0
      -15.4      -18.9      -12.0       11.5
      -13.5      -17.8      -10.4       10.4
      -11.4      -14.4       -8.4        9.3
      -10.4      -10.8       -6.8        8.1
      -10.9       -9.0       -6.0        7.4
      -12.4       -9.8       -6.3        7.4
      -13.5      -11.9       -7.4        7.8
      -13.3      -13.9       -8.8        7.9
      -11.5      -14.3       -9.5        7.4
       -9.5      -12.3       -9.4        6.5
       -8.9       -8.3       -8.9        5.4
      -10.4       -3.5       -8.4        4.1
      -13.4       -0.1       -8.4        3.0
      -17.1       -0.5       -9.0        2.4
      -20.4       -4.1      -10.8        2.3
      -21.4       -8.3      -13.1        2.9
      -19.9      -10.1      -14.8        4.4
      -17.0       -9.0      -15.4        6.3
      -13.8       -6.0      -15.0        7.6
      -10.8       -3.5      -13.9        8.0
       -8.0       -3.8      -12.0        7.6
       -6.3       -7.9       -9.0        7.1
       -6.3      -14.8       -5.0        6.5
       -7.9      -21.3       -0.9        5.5
      -10.0      -24.0        2.0        4.8
      -11.3      -21.5        2.3        5.0
      -10.8      -15.0        0.3        6.1
       -8.1       -7.4       -3.3        7.4
       -3.8       -1.1       -7.3        8.0
        0.9        3.0      -10.4        7.9
        3.4        5.0      -12.1        7.1
        1.8        4.4      -12.4        5.6
       -3.8        0.1      -11.4        3.6
      -11.3       -8.0       -9.6        1.9
      -18.0      -17.9       -8.4        1.0
      -22.4      -25.6       -8.3        0.8
      -24.3      -28.6       -8.6        0.6
      -24.5      -27.0       -9.1        0.4
      -24.3      -22.9       -9.9        0.1
      -24.0      -18.8      -10.4        0.4
      -22.8      -15.8       -9.9        1.3
      -19.3      -13.6       -7.8        2.1
      -14.9      -12.6       -4.4        2.6
      -12.4      -13.8       -1.3        2.4
      -13.0      -16.8        0.8        1.9
      -15.3      -19.8        1.6        1.4
      -17.1      -20.5        1.4        0.5
      -17.5      -18.3        0.3       -0.6
      -16.4      -14.6       -1.0       -2.1
      -14.8      -11.5       -1.9       -3.8
      -14.1      -10.0       -2.9       -4.9
      -15.9      -10.5       -4.5       -4.3
      -20.0      -12.6       -6.5       -1.3
      -25.6      -15.8       -8.1        3.0
      -31.4      -18.8       -8.9        6.9
      -35.6      -20.9       -8.8        8.6
      -37.3      -22.1       -7.9        7.4
      -36.6      -23.1       -6.4        3.8
      -35.1      -24.3       -4.3        0.3
      -33.6      -25.1       -2.1       -1.6
      -32.5      -26.1       -1.3       -1.9
      -31.9      -27.3       -2.4       -1.4
      -31.0      -27.3       -4.8       -0.8
      -28.6      -24.3       -6.8       -0.3
      -25.0      -18.5       -7.1       -0.4
      -21.9      -12.3       -6.0       -1.8
      -20.6       -7.3       -4.9       -3.9
      -20.5       -3.6       -4.6       -5.4
      -19.5       -1.0       -4.9       -5.8
      -15.8        1.0       -4.5       -5.5
       -9.8        3.3       -2.8       -5.1
       -3.3        6.1       -0.3       -5.1
        2.1        9.6        1.9       -5.8
        5.9       13.1        3.4       -7.0
        8.0       15.1        4.5       -8.4
        8.4       14.4        5.0       -9.6
        6.9       10.9        4.4      -10.3
        4.0        6.0        2.6      -10.4
        1.0        1.5        0.3      -10.5
       -0.9       -1.5       -2.5      -11.3
       -1.5       -2.5       -5.4      -12.0
       -1.5       -1.8       -8.0      -11.8
       -2.5       -0.3      -10.5      -10.4
       -5.9        0.3      -12.9       -8.5
      -11.6       -0.6      -14.8       -6.4
      -18.0       -2.3      -15.1       -4.0
      -22.6       -3.9      -13.5       -1.8
      -24.5       -5.1      -10.5       -0.3
      -24.0       -5.3       -7.5        0.0
      -21.8       -3.5       -5.5       -0.9
      -19.0       -1.1       -5.0       -2.4
      -17.3        0.0       -6.1       -4.3
      -17.0       -0.9       -8.1       -5.5
      -18.1       -3.4       -9.9       -5.0
      -20.3       -6.4      -11.0       -3.1
      -23.5       -9.4      -11.5       -1.8
      -26.9      -12.3      -11.9       -1.8
      -28.9      -14.5      -12.4       -2.8
      -28.6      -16.1      -12.9       -3.6
      -26.5      -17.5      -13.0       -3.9
      -23.8      -19.1      -13.1       -4.1
      -21.5      -21.3      -13.3       -5.1
      -20.9      -23.5      -12.9       -7.3
      -22.1      -25.6      -12.0      -10.4
      -24.0      -27.4      -10.8      -13.5
      -25.0      -28.1       -9.4      -15.0
      -24.6      -27.8       -8.4      -14.1
      -22.8      -26.0       -7.8      -11.6
      -19.5      -23.1       -7.4       -9.1
      -15.5      -19.9       -7.4       -7.9
      -11.9      -17.4       -7.1       -7.5
       -9.8      -16.4       -6.4       -7.1
       -9.1      -16.8       -5.4       -6.1
       -8.8      -17.3       -4.5       -5.0
       -7.1      -17.1       -3.8       -4.5
       -3.9      -16.6       -3.4       -4.5
        0.5      -15.9       -3.3       -4.4
        4.8      -14.6       -3.0       -4.1
        8.1      -12.5       -2.5       -3.8
        9.9      -10.3       -2.4       -3.3
       10.3       -8.6       -3.1       -2.4
       10.0       -7.6       -3.8       -1.6
        9.9       -6.8       -3.1       -2.0
        9.6       -6.0       -1.0       -3.5
        9.0       -6.3        1.5       -5.0
        8.4       -8.1        3.5       -5.1
        9.0      -10.9        4.5       -3.6
       11.4      -12.6        4.6       -1.8
       14.1      -12.3        4.1       -1.1
       15.4       -9.8        3.1       -2.5
       14.6       -5.6        2.3       -5.3
       12.8       -0.8        2.3       -8.4
       11.1        4.4        3.5      -11.8
       11.0        9.0        5.3      -15.4
       11.9       11.8        5.9      -18.8
       12.4       11.0        4.4      -20.6
       11.5        7.3        1.3      -20.1
        9.8        2.9       -1.8      -17.5
        8.5        0.3       -3.5      -13.9
        8.5       -0.9       -3.1      -10.8
        9.3       -2.4       -0.9       -9.0
        9.9       -5.5        2.0       -8.4
        9.6       -9.3        4.0       -8.4
        8.8      -11.9        4.5       -8.8
        7.8      -12.3        3.6       -9.5
        7.1      -10.3        1.8      -10.0
        7.9       -5.9       -0.5      -10.3
       10.1       -0.3       -2.1      -10.9
       12.6        4.9       -2.9      -12.3
       13.6        7.5       -3.0      -14.1
       13.1        7.5       -2.5      -15.3
       12.3        6.1       -1.0      -14.9
       11.8        4.9        1.4      -12.5
       11.5        4.1        3.5       -8.5
       11.0        3.6        4.1       -4.3
        9.5        3.1        3.8       -0.9
        7.0        2.3        3.5        0.6
        4.8        1.0        3.4       -0.3
        3.9       -0.3        2.8       -3.0
        4.3       -1.1        0.6       -6.5
        5.3       -2.0       -2.8       -9.9
        6.5       -2.6       -5.9      -12.1
        8.4       -3.0       -7.3      -11.9
       10.8       -3.1       -6.1       -9.3
       13.4       -2.6       -3.1       -5.1
       16.0       -1.0        0.4       -1.0
       18.5        2.0        2.5        1.8
       20.1        5.0        3.0        2.5
       20.0        6.3        2.5        1.1
       17.6        4.6        1.8       -1.4
       14.0        1.0        1.5       -3.3
       11.3       -2.1        1.6       -3.5
       10.6       -3.3        1.4       -2.6
       11.9       -2.8        1.1       -1.4
       13.5       -1.8        1.5        0.0
       14.3       -1.1        2.0        1.8
       13.4       -1.9        2.1        3.8
       10.9       -4.0        2.1        5.9
        8.1       -6.6        2.4        7.5
        6.4       -8.5        2.6        8.5
        5.5       -9.6        2.5        8.6
        5.0      -10.4        2.5        8.0
        4.9      -10.4        3.3        6.9
        5.1       -9.4        5.0        6.1
        5.5       -8.0        7.5        6.1
        5.4       -7.3        9.8        6.9
        5.0       -7.4       10.9        7.9
        5.3       -7.4       10.3        8.0
        6.4       -6.9        8.3        7.0
        7.5       -6.4        5.8        5.0
        8.0       -5.9        3.4        2.6
        7.6       -5.1        1.6        0.1
        6.6       -4.0        0.6       -2.4
        5.4       -3.1        0.1       -4.9
        3.8       -3.3       -0.1       -6.6
        2.4       -4.4       -0.5       -7.0
        2.3       -5.6       -1.6       -6.1
        3.8       -5.9       -3.1       -4.8
        6.4       -4.1       -3.1       -3.5
        9.0       -1.1       -1.0       -2.6
       10.9        1.9        1.9       -1.6
       12.3        4.3        3.6        0.1
       13.5        6.6        3.9        2.0
       14.9        9.9        3.3        3.4
       16.0       14.4        2.1        3.9
       16.8       19.4        1.1        3.5
       17.8       23.8        1.4        2.6
       19.1       26.0        3.1        2.0
       19.5       25.1        5.4        1.4
       17.5       21.3        6.8        0.1
       13.6       15.6        7.0       -1.1
       10.3       10.9        7.5       -1.8
        9.6        9.4        9.3       -1.9
       11.4       11.5       11.5       -1.1
       14.0       15.6       13.5        1.0
       16.4       19.5       15.1        3.9
       18.8       22.3       16.3        6.6
       21.1       24.3       16.6        9.0
       22.9       25.5       16.4       11.0
       23.6       26.3       16.4       12.8
       24.4       27.3       16.8       14.0
       26.1       29.5       16.6       14.6
       29.5       33.0       15.4       14.5
       33.1       36.4       14.1       14.0
       34.8       38.1       14.3       13.3
       32.9       37.4       15.4       12.1
       28.0       34.6       16.4       10.8
       22.1       31.4       16.5        9.5
       18.1       29.1       15.9        8.8
       17.9       28.3       14.8        8.4
       20.5       28.0       13.0        8.1
       23.1       27.4       11.5        7.8
       23.3       25.8       11.6        7.0
       20.3       23.3       12.9        5.8
       15.6       20.9       13.8        4.0
       11.0       20.3       13.8        2.4
        7.4       21.8       12.8        1.5
        5.3       24.3       11.0        2.0
        4.4       25.9        8.4        4.0
        4.4       25.8        5.6        6.8
        4.9       23.6        4.4        9.3
        6.3       20.0        4.8       10.9
        8.1       16.1        5.3       11.3
        9.5       13.0        4.9       10.3
        9.0       11.0        3.9        8.0
        7.1        9.9        2.3        6.3
        5.6        9.3       -0.4        6.6
        5.5        9.0       -3.3        8.8
        6.0        8.8       -4.6       10.4
        6.1        7.6       -3.5       10.6
        5.8        5.6       -1.3        9.6
        5.9        4.8        0.3        7.9
        7.3        6.6        1.0        5.3
        8.9       10.8        2.0        1.8
        9.9       15.8        3.0       -1.9
       10.6       20.4        3.1       -4.5
       11.9       24.1        2.4       -5.4
       13.1       26.5        1.4       -4.4
       13.1       26.8        0.1       -2.1
       11.6       24.6       -1.6        0.1
        9.9       20.6       -3.9        1.4
        9.3       16.3       -6.1        1.8
        9.8       13.1       -7.1        2.5
       10.8       12.1       -6.3        4.1
       11.9       13.6       -4.0        5.1
       13.4       16.8       -1.5        3.6
       15.1       19.5       -0.3       -0.3
       16.5       20.1       -0.6       -4.5
       16.6       18.1       -2.1       -7.3
       15.4       14.3       -4.0       -8.0
       13.1        9.3       -5.9       -7.6
       10.4        4.4       -7.1       -7.0
        7.4        1.3       -7.3       -6.8
        4.4        0.5       -6.5       -7.1
        1.9        1.5       -5.5       -8.0
        0.9        3.4       -4.6       -8.9
        2.1        5.5       -4.1       -9.1
        5.1        6.8       -4.5       -8.4
        8.5        6.5       -6.1       -6.1
       10.1        4.9       -8.4       -2.8
        8.6        2.8      -10.0        0.4
        4.9        1.1      -10.6        1.6
        1.1        0.5      -10.4        0.6
       -1.1        0.4      -10.1       -2.1
       -1.6        0.3      -10.1       -5.6
       -1.1        0.4       -9.8       -8.4
       -0.3        1.0       -8.8       -9.6
        0.5        2.0       -7.9       -9.0
        1.0        2.9       -7.5       -7.3
        1.5        2.8       -7.4       -5.5
        2.3        2.0       -7.4       -4.5
        3.3        1.5       -6.8       -4.3
        4.3        1.1       -5.3       -4.5
        5.0        0.8       -3.0       -4.9
        4.9        0.3       -0.1       -5.5
        3.3       -0.6        3.0       -5.9
       -0.1       -2.0        5.1       -5.9
       -4.1       -3.4        5.9       -5.1
       -6.6       -4.4        5.4       -3.9
       -6.5       -4.1        3.6       -2.9
       -4.1       -1.6        0.6       -2.4
       -1.3        2.9       -3.3       -2.1
        0.6        7.1       -7.5       -2.4
        1.0        8.5      -10.1       -2.8
        0.5        6.3       -9.8       -2.8
        0.5        2.5       -7.1       -2.1
        1.6        0.4       -4.1       -1.1
        2.6        0.9       -2.0        0.0
        2.4        3.3       -1.3        0.5
        1.1        5.9       -1.5        0.4
       -0.4        6.9       -2.3        0.3
       -1.9        5.5       -3.1        0.3
       -3.6        2.0       -4.0        0.0
       -4.8       -2.3       -4.8       -0.9
       -4.6       -5.3       -5.1       -2.5
       -3.3       -5.5       -5.4       -4.8
       -1.3       -3.1       -5.9       -6.8
        0.9        0.4       -6.9       -7.5
        2.4        3.3       -8.5       -7.0
        2.6        5.0      -10.8       -5.8
        2.1        6.8      -13.0       -4.4
        1.4        9.4      -14.4       -3.5
        0.9       13.4      -14.1       -2.8
        0.5       18.8      -12.4       -1.6
        0.4       23.8      -10.0       -0.5
        0.4       25.5       -7.8        0.0
        0.0       22.0       -5.9        0.1
       -1.0       14.4       -4.6        0.4
       -1.4        7.0       -4.0        1.1
       -0.3        3.8       -4.0        1.8
        1.3        4.6       -4.4        1.6
        0.9        7.4       -4.8        0.9
       -1.8        9.9       -5.0       -0.3
       -5.3       10.9       -5.0       -1.9
       -8.3        9.3       -5.0       -3.9
      -10.3        5.0       -5.6       -5.5
      -11.4       -0.1       -6.4       -6.3
      -11.8       -3.8       -6.9       -6.1
      -12.5       -4.8       -7.1       -6.1
      -14.8       -4.0       -7.5       -6.6
      -17.9       -2.6       -7.9       -7.8
      -19.3       -1.5       -7.5       -9.6
      -17.0       -0.4       -6.4      -11.5
      -12.4        0.8       -5.1      -12.9
       -8.1        0.9       -4.5      -13.5
       -6.4       -1.0       -4.5      -13.3
       -7.4       -4.5       -4.8      -12.3
      -10.0       -8.5       -5.0      -10.9
      -12.3      -12.5       -5.1       -9.5
      -12.1      -16.1       -4.9       -8.3
       -9.3      -18.6       -4.3       -7.6
       -5.1      -19.0       -3.3       -8.4
       -2.3      -17.3       -2.1      -10.5
       -2.6      -14.4       -1.0      -13.0
       -5.8      -11.8        0.5      -14.6
       -9.6      -10.0        1.9      -15.1
      -11.9       -8.9        1.6      -14.9
      -11.3       -7.5       -0.6      -14.9
       -8.8       -5.6       -3.4      -15.8
       -6.6       -3.6       -4.6      -17.6
       -6.1       -2.0       -3.6      -19.4
       -7.1       -1.4       -1.8      -19.9
       -8.8       -2.5       -0.4      -19.0
      -10.1       -5.3        0.0      -17.5
      -10.4       -9.0       -0.1      -16.0
       -9.3      -12.8        0.1      -14.6
       -7.4      -15.8        1.0      -13.5
       -5.3      -17.5        1.9      -13.1
       -3.0      -17.4        1.9      -13.1
       -0.4      -15.0        0.9      -13.1
        2.5      -10.6        0.5      -12.6
        5.3       -5.1        2.0      -11.9
        7.4        0.0        5.4      -11.4
        8.4        3.3        9.4      -11.4
        7.6        4.8       11.9      -11.5
        5.1        5.8       12.4      -11.1
        1.6        6.8       11.4      -10.0
       -2.3        6.8        9.1       -8.5
       -6.0        4.4        6.0       -7.3
       -9.3       -0.1        2.5       -6.6
      -12.0       -4.6       -0.9       -6.6
      -14.0       -7.0       -3.4       -6.8
      -14.6       -6.5       -4.0       -6.4
      -13.9       -5.3       -2.8       -5.3
      -12.5       -6.3       -0.1       -3.8
      -10.4      -10.3        2.8       -3.1
       -8.3      -15.6        4.5       -4.0
       -7.5      -20.0        4.0       -5.8
       -7.9      -21.4        1.6       -7.4
       -7.8      -19.3       -1.0       -8.6
       -6.4      -14.9       -2.3       -9.4
       -4.8       -9.3       -2.0       -9.4
       -4.6       -3.5       -1.0       -8.0
       -6.9        0.8        0.0       -5.5
      -10.9        1.5        1.0       -2.9
      -14.3       -1.3        1.5       -0.9
      -13.9       -4.9        0.9        0.5
       -9.5       -6.5       -1.1        1.8
       -4.3       -5.1       -3.9        2.8
       -2.4       -2.6       -6.5        3.1
       -5.6       -1.1       -8.6        3.1
      -11.6       -1.9      -10.3        2.9
      -16.0       -5.1      -11.3        1.9
      -16.1       -9.6      -11.3        0.3
      -12.6      -13.8      -10.6       -1.3
       -8.6      -16.4      -10.3       -1.8
       -6.3      -17.1      -10.3       -0.8
       -5.5      -16.3       -9.9        1.1
       -6.4      -14.6       -8.8        2.9
       -8.8      -12.4       -7.9        4.0
      -10.9       -8.5       -7.8        4.3
      -10.6       -2.5       -8.4        3.3
       -7.9        5.1       -9.5        1.3
       -4.4       12.4      -10.5       -1.0
       -2.0       16.6      -10.8       -2.6
       -2.1       16.3       -9.6       -3.0
       -5.3       12.0       -7.3       -2.4
      -11.5        6.4       -5.0       -1.3
      -19.4        1.1       -4.1        0.4
      -25.0       -3.5       -4.4        2.6
      -24.9       -8.4       -5.0        5.1
      -19.3      -13.5       -5.6        7.4
      -12.0      -18.4       -5.9        8.4
       -7.0      -22.8       -5.1        7.4
       -5.6      -26.1       -3.4        4.6
       -6.8      -27.9       -1.1        1.6
       -8.4      -27.0        0.4       -0.1
       -9.0      -23.1        0.5        0.1
       -8.6      -16.5       -0.1        2.3
       -8.0       -8.5       -0.8        5.3
       -7.4       -1.1       -1.8        8.3
       -5.9        3.9       -2.9       10.3
       -3.4        6.0       -3.4       10.6
       -1.4        6.4       -3.0        9.8
       -1.0        5.8       -2.5        8.8
       -2.5        3.9       -2.3        8.1
       -5.6        0.4       -1.8        8.0
      -10.1       -4.9       -0.8        8.3
      -15.1      -11.3        0.5        8.1
      -19.3      -17.8        1.8        6.9
      -20.8      -22.9        3.3        4.8
      -18.9      -25.1        5.0        2.9
      -14.3      -24.3        6.8        2.6
       -8.8      -21.9        8.3        4.4
       -4.6      -19.5        9.3        6.9
       -3.8      -17.6       10.0        8.5
       -5.5      -15.3       10.4        8.6
       -7.6      -11.5       10.0        8.1
       -8.4       -7.6        9.3        7.9
       -7.6       -5.4        9.1        7.6
       -6.5       -5.1        9.9        7.3
       -6.6       -6.1       10.4        7.1
       -9.1       -7.9       10.0        7.5
      -13.1      -10.4        9.5        8.1
      -16.4      -13.3        9.5        8.5
      -17.1      -15.5        9.5        8.4
      -15.8      -16.1        8.9        7.6
      -14.9      -15.4        7.9        6.6
      -16.9      -14.1        7.1        6.3
      -21.8      -12.8        7.0        6.9
      -27.5      -11.6        7.5        8.4
      -31.9      -11.5        7.9       10.4
      -33.4      -12.4        7.9       13.0
      -31.5      -13.1        7.4       15.8
      -27.1      -12.5        6.5       17.8
      -21.6      -10.3        5.6       18.1
      -16.4       -8.1        5.1       16.6
      -12.5       -7.8        5.3       14.3
      -10.9       -9.8        6.1       12.0
      -12.0      -13.6        7.8       10.1
      -14.9      -18.9        9.4        8.9
      -17.0      -24.5       10.6        8.4
      -16.3      -28.1       11.4        8.6
      -12.4      -27.1       11.6        9.3
       -7.0      -19.8       11.5        9.4
       -2.6       -7.8       10.8        8.4
       -1.6        2.9        9.5        6.3
       -4.5        5.5        8.3        3.3
       -9.9       -1.4        7.5       -0.1
      -15.4      -13.5        7.0       -2.8
      -19.1      -24.6        6.0       -3.0
      -21.0      -31.0        4.1       -0.8
      -22.0      -32.4        1.5        2.5
      -23.1      -30.0       -1.0        5.0
      -24.1      -25.6       -2.6        6.1
      -23.4      -20.5       -3.1        6.3
      -19.9      -14.5       -2.6        5.6
      -14.0       -8.1       -1.6        4.6
       -7.4       -2.6       -0.6        3.8
       -1.4        1.0       -0.1        3.6
        2.8        1.8       -0.4        4.8
        3.3       -1.5       -1.5        6.8
       -1.1      -10.3       -3.1        8.4
       -9.4      -23.9       -4.6        8.6
      -18.6      -38.3       -5.6        7.8
      -26.1      -48.0       -6.4        6.5
      -31.0      -49.9       -6.9        6.0
      -34.0      -43.9       -6.6        7.0
      -35.8      -32.5       -5.6        9.5
      -35.6      -18.9       -4.4       11.8
      -33.1       -5.6       -3.9       11.6
      -28.4        4.1       -4.4        9.1
      -22.6        7.5       -6.1        6.6
      -17.1        3.8       -8.5        6.4
      -12.4       -3.8      -10.3        7.9
       -7.6      -10.1      -10.3        8.9
       -2.1      -12.1       -8.4        7.8
        3.0      -10.8       -5.1        4.1
        5.3      -10.3       -2.0       -1.0
        3.3      -14.5        0.0       -5.3
       -1.4      -23.4        0.3       -6.4
       -5.9      -32.3       -0.9       -3.6
       -8.6      -35.8       -2.4        1.9
      -10.5      -32.6       -3.6        7.9
      -13.1      -25.1       -4.8       11.9
      -16.8      -15.5       -5.8       12.1
      -20.5       -4.4       -6.4        9.0
      -23.3        6.9       -6.9        5.4
      -24.3       15.4       -7.4        3.9
      -23.0       18.9       -7.1        5.4
      -19.0       18.8       -5.6        8.8
      -13.0       16.9       -3.3       12.1
       -7.3       13.6       -1.3       13.5
       -4.1        9.0       -0.3       12.3
       -4.4        3.5        0.4        8.9
       -6.8       -2.6        1.0        5.4
       -9.3       -9.6        1.0        3.5
      -12.1      -18.0        0.0        4.0
      -16.1      -27.9       -1.6        6.5
      -21.8      -38.1       -3.5        9.4
      -28.1      -46.1       -5.5       10.9
      -34.0      -48.1       -7.8       10.8
      -37.9      -41.8      -10.0       10.6
      -39.0      -28.3      -11.4       11.4
      -37.4      -12.5      -11.3       12.1
      -33.4        0.5       -9.6       11.8
      -27.6        8.5       -7.1       10.5
      -20.8       12.4       -4.9        9.4
      -13.4       13.9       -4.4        9.4
       -6.0       13.4       -5.9       10.5
        0.5       10.4       -8.3       12.4
        5.8        4.0      -10.4       13.5
        9.0       -5.4      -11.1       12.3
        9.1      -15.4      -10.0        8.6
        6.0      -22.4       -7.9        3.6
        0.5      -24.3       -5.8       -2.0
       -5.4      -21.3       -4.1       -8.0
       -9.0      -14.3       -3.5      -13.0
       -8.8       -4.3       -3.5      -15.3
       -5.9        6.5       -3.1      -14.4
       -2.6       14.5       -2.1      -11.1
       -0.6       17.5       -0.5       -6.4
       -0.6       16.0        0.6       -1.0
       -2.3       12.4       -0.1        3.9
       -3.9        9.1       -2.9        6.6
       -3.8        7.0       -6.4        7.0
       -2.1        4.6       -9.0        6.0
       -1.3       -0.4      -10.0        4.6
       -2.5       -8.5       -9.6        2.8
       -5.4      -17.6       -8.5       -0.1
       -8.8      -24.6       -7.0       -3.4
      -12.3      -27.4       -5.6       -6.3
      -15.0      -25.4       -4.4       -9.4
      -15.9      -19.8       -3.1      -14.0
      -14.9      -11.8       -2.0      -20.1
      -12.8       -2.9       -1.9      -25.4
